Point,A sharp point sticking out of the ground,Abstract Word Mnemonics
Position,Sexual position,Abstract Word Mnemonics
Powerful,Wears an Infinity Gauntlet,Abstract Word Mnemonics
Practice,Luke Skywalker practicing the light sabre against the remote.,Abstract Word Mnemonics
Preference,Savoring the scent of perfume,Abstract Word Mnemonics
Prepaid,Purple plaid,Abstract Word Mnemonics
Prepare,Carefully add pepper,Abstract Word Mnemonics
Prevention,"Smokey the Bear appears suddenly and stomps on something (like a fire pit), saying, “Only you can prevent forest fires”",Abstract Word Mnemonics
Price,A price sign at a gas station / The Price is Right game show / Vincent Price in a casket,Abstract Word Mnemonics
Probability,Billy Bob Thornton,Abstract Word Mnemonics
Problem,Racoons,Abstract Word Mnemonics
Process,"Processed cheese / Princess coronation or other ceremony, or princess training (walking with books on the head, etc)",Abstract Word Mnemonics
Procure,A poker game / poker player taking the winnings,Abstract Word Mnemonics
Product,"A professional duck, with top hat, cape and walking stick  / An electric prod / Proud - LGBT",Abstract Word Mnemonics
Program,Teletubbies,Abstract Word Mnemonics
Project,Projector,Abstract Word Mnemonics
Promote,Give stars to a newly promoted general,Abstract Word Mnemonics
Protein,Protein shake,Abstract Word Mnemonics
Prove,"A trial taking place in a courtroom / Monty Python, probe she is a witch",Abstract Word Mnemonics
Provide,A cowboy meal wagon serving beans,Abstract Word Mnemonics
Purchasing,"Buying a dead parrot (in a cage, hanging upside-down but still clinging to its perch) in a Monty Pythonesque scene",Abstract Word Mnemonics
Pursue,Chase a purse snatcher,Abstract Word Mnemonics
Put,Put a golf ball,Abstract Word Mnemonics
Quantity,Candy,Abstract Word Mnemonics
Question,Somebody being grilled by the cops while sitting under hot lamps.,Abstract Word Mnemonics
Reach,Reach out with arm like the Mr Fantastic from the Fantastic Four,Abstract Word Mnemonics
Read,"Read one’s fortune as with palm reading, tea leaves, chicken entrails, etc",Abstract Word Mnemonics
Real,Pinocchio turns into a real boy.,Abstract Word Mnemonics
Reason,Grapes (French: Raisins),Abstract Word Mnemonics
Recall,A moose or duck call / call the dog back,Abstract Word Mnemonics
Receipt,Playing musical chairs,Abstract Word Mnemonics
Recite,Reviting the Lord’s Prayer,Abstract Word Mnemonics
Refund,A stoned party girl who is lots of fun,Abstract Word Mnemonics
Reinforcement,Reindeers armed like soldiers,Abstract Word Mnemonics
Reject,The ejection seat in James Bond’s Aston Martin in Goldfinger,Abstract Word Mnemonics
Remain,Human remains / The dead body of the hero Robert Jordan in For Whom The Bell Tolls who remained behind to slow the progress of the fascist troops,Abstract Word Mnemonics
Remember,Poppy / Goldmember / String tied on a finger,Abstract Word Mnemonics
Researchers,Airport security doing cavity searches,Abstract Word Mnemonics
Response,Fish spawning / Running and quickly responding to a ping pong,Abstract Word Mnemonics
Retail,Pin tail on donkey / Rattle,Abstract Word Mnemonics
Retire,An elderly person at a home in the country swinging on a tire hung from a tree,Abstract Word Mnemonics
Return,"Elvis song, Return To Sender / Boomerang",Abstract Word Mnemonics
Revenue,Reverend passing donations plate around the church,Abstract Word Mnemonics
Reverse,Maxwell Smart driving a Deux Chevaux backwards on a freeway,Abstract Word Mnemonics
Review,A theatre or dance troupe review / A ceremonial review of military troops,Abstract Word Mnemonics
Ride,Ride a horse,Abstract Word Mnemonics
Right,"Snagglepuss exit stage right, running all the way",Abstract Word Mnemonics
Risk,The game of Risk played out with Napoleon and other famous military leaders.,Abstract Word Mnemonics
Robust,A large breasted robot,Abstract Word Mnemonics
Role,A Rolls Royce chauffeur,Abstract Word Mnemonics
Run,Run to the bathroom as if having diarrhea.,Abstract Word Mnemonics
Sales,A sailboat sail that is a huge paper money denomination,Abstract Word Mnemonics
Say,"Foghorn Leghorn saying something. (I say, boy!) / Doing that silly comedy skit where actors talk while drinking water, sputtering it all over themselves.",Abstract Word Mnemonics
Schedule,A skidoo (or sea-doo) that travels through time.,Abstract Word Mnemonics
Screen,A screen with a shadow show / scream while looking at a computer screen,Abstract Word Mnemonics
Search,"A St Bernard searching for avalanche victims, carrying a little keg around his neck",Abstract Word Mnemonics
Section,Sex dungeon,Abstract Word Mnemonics
Secure,Linus with security blanket,Abstract Word Mnemonics
See,"Set on fire with eyes, like Superman",Abstract Word Mnemonics
Seem,Shadows on a screen or tent (Austin Powers tent scene or Jungle Book 2 story scene),Abstract Word Mnemonics
Select,"You are looking at a bunch of suspects in a police lineup and you select Tom Selleck as the culprit. (Of course, he’s actually Magnum)",Abstract Word Mnemonics
Self,Selfie,Abstract Word Mnemonics
Send,"Fire a large cannon, as in WWI or WWII scene with messages written on the bomb for the enemy",Abstract Word Mnemonics
Separate,A man and woman were married but are now separating. It’s a bad separation and they are arguing over who gets the child. They are pulling the child apart  /  A life boat separating from a ship with Seven Pirates,Abstract Word Mnemonics
Series,World Series baseball,Abstract Word Mnemonics
Serve,"Lob something, tennis-style",Abstract Word Mnemonics
Service,A service station,Abstract Word Mnemonics
Set,Throw something on the ground in a loud and angry way / Pinsettting (bowling),Abstract Word Mnemonics
Settings,A Setter type dog / Combination lock or safe settings,Abstract Word Mnemonics
Settle,"A settlers home from Western movies, with a wagon wheel prominently displayed and maybe a well in the foreground",Abstract Word Mnemonics
SFTP,Soft drink that makes you need to pee badly,Abstract Word Mnemonics
Share,"Share like Lady and Tramp shared spaghetti / Share very personal items, such as underwear, condoms, etc. / Share gum",Abstract Word Mnemonics
She,Queen of Sheba looking like the person she refers to.,Abstract Word Mnemonics
Should,Shove,Abstract Word Mnemonics
Show,Striptease,Abstract Word Mnemonics
Sight,A child’s view finder toy,Abstract Word Mnemonics
Sign,Use exaggerated and ridiculous sign language,Abstract Word Mnemonics
Significant,"Cigarette (Cig) nicotine - think of a cigarette on a long handle, like the Penguin",Abstract Word Mnemonics
Similarly,A ghostly version of somebody (or something),Abstract Word Mnemonics
Sister,Sister act from White Christmas,Abstract Word Mnemonics
Sit,Sit like a dog,Abstract Word Mnemonics
Slow,In slow motion as in televised football,Abstract Word Mnemonics
So,Turn a rheostat to increase or decrease the intensity of that which is referred to causing it to get brighter or dimmer / A bucket (seau) of stuff thrown at the thing being modified,Abstract Word Mnemonics
Software,My wife in fuzzy robe and slippers while working on her computer,Abstract Word Mnemonics
Some,Some being the ones with large pink feathers,Abstract Word Mnemonics
Sound,"A bicycle horn, as used by Zeppo Marc",Abstract Word Mnemonics
Sourcing,A sorcerer gathering ingredients for a potion,Abstract Word Mnemonics
Speak,Speak through a megaphone / On a soapbox giving a speech,Abstract Word Mnemonics
Specifically,Sprinkling spices on something,Abstract Word Mnemonics
Spend,"Pay with huge wad of money, like a gangster from the 1930’s",Abstract Word Mnemonics
Stall,Sit in a public bathroom stall,Abstract Word Mnemonics
Stand,Handstand,Abstract Word Mnemonics
Start,"A race where a man on a horse is at the starting gate, then rears up when the starting gun startles the horse / kickstart a motorcycle / start a lawnmower with a pull rope",Abstract Word Mnemonics
Stay,Dog being told to stay,Abstract Word Mnemonics
Steve,Stevedore,Abstract Word Mnemonics
Still,Moonshine still,Abstract Word Mnemonics
Stock,Beanstalk (possibly with leaves like dollar bills),Abstract Word Mnemonics
Stop,"Stop, in the name of love!",Abstract Word Mnemonics
Store,"Stork who runs a general store, like the Hooverville store Green Acres run by Sam Drucker",Abstract Word Mnemonics
Stranger,Strangler,Abstract Word Mnemonics
Strategy,Napoleon,Abstract Word Mnemonics
Stratagem,"An enchanting Stradivarius violin with a huge gem that hypnotizes people, or puts them under a spell so they can be controlled",Abstract Word Mnemonics
Structure,A skyscraper under constructions so the frame of steel beams is exposed,Abstract Word Mnemonics
Struggle,An arm wrestling match,Abstract Word Mnemonics
Style,A wooden style at a wooden fence in a meadow / Peter O’Toole trying out his Arab dessert garb and enjoying the stylish feel of it / Justin Trudeau in a costume,Abstract Word Mnemonics
Subcategories,Kittens,Abstract Word Mnemonics
Subject,A submarine sending a jet torpedo at a ship whose name matches a given topic and is decked out in a matching way,Abstract Word Mnemonics
Suggest,Hypnotizing somebody to think they are a chicken,Abstract Word Mnemonics
Summarize,Samurais,Abstract Word Mnemonics
Supplier,"A fisherman who brings a few small fish back to camp for supper while bragging about the big one that got away / Supplier: somebody who provides supper, e.g: serves food in a prison chow line",Abstract Word Mnemonics
Supply,Camping supplies,Abstract Word Mnemonics
Sustain,Staining furniture,Abstract Word Mnemonics
Sympathetic,Marge from the Simpsons cradling and sympathizing with you,Abstract Word Mnemonics
Symptom,The Simpsons. Homer in bed with a thermometer in his mouth,Abstract Word Mnemonics
System,Systema / Sister (Nun)  / Rube Goldberg device / Sis team (singing sisters in White Christmas),Abstract Word Mnemonics
Tactics,A huge game of tic tac toe in a public square,Abstract Word Mnemonics
Take,"Taken (Movie). It takes a thing, but leaves something in its place, such as a nut",Abstract Word Mnemonics
Talk,A Disney style cartoon talking grandfather clock / Talking and vomiting,Abstract Word Mnemonics
Tax,"A taxi that takes tax, e.g.: taxi drives up to peasants from in a Robin Hood scene to force the poor to pay with chickens, livestock or other goods.  / Texan with a ten gallon Stetson",Abstract Word Mnemonics
Team,A team of sled dogs,Abstract Word Mnemonics
Technology,Vulcan’s at a disco tech / Spock dressed up like John Travolta in Saturday Night Fever,Abstract Word Mnemonics
Tell,Shoot an arrow at an Apple (or something) on somebody’s head,Abstract Word Mnemonics
Template,Paper plate (“temp-plate”),Abstract Word Mnemonics
Tender,Chicken tenders,Abstract Word Mnemonics
Than,Represents the loser in a vote,Abstract Word Mnemonics
Thanks,"A parade of tanks, as liberators (eg, WWII)",Abstract Word Mnemonics
That,Thatcher throwing a dart; throwing Batman’s grappling hook onto something.,Abstract Word Mnemonics
The,The thing being referred to is in a special display case,Abstract Word Mnemonics
Their,Tear their clothes,Abstract Word Mnemonics
Them,Thumb towards somebody,Abstract Word Mnemonics
Theme,A parade of different characters and images. The parade could be floating by on a stream.,Abstract Word Mnemonics
Then,Thin man lights a fuse,Abstract Word Mnemonics
There,Daredevil throws lawn darts towards a place,Abstract Word Mnemonics
Therefore,Terraform,Abstract Word Mnemonics
These,Tease,Abstract Word Mnemonics
They,Susan Dey thumbs towards somebody,Abstract Word Mnemonics
Thing,Thing (Fantastic Four),Abstract Word Mnemonics
Think,Thinker stinks by letting go a huge fart which wafts by in a colourful cloud,Abstract Word Mnemonics
This,Poke with a garbage picker’s pick; place Batman’s bat tracker on something—it has a small pair of flashing lights.,Abstract Word Mnemonics
Those,Bulldozer operating on instructions to doze “those” people or things,Abstract Word Mnemonics
Through,Being pulled through a water trough,Abstract Word Mnemonics
Throughout,Threw out,Abstract Word Mnemonics
Time,Time bomb / Time magazine,Abstract Word Mnemonics
To,Take a stage coach or horse and buggy to somwhere. / Throw a tomato at somebody / Sashay or dance up to somebody or something,Abstract Word Mnemonics
To do,Play a trumpet charge,Abstract Word Mnemonics
Today,Groundhog Day (movie),Abstract Word Mnemonics
Total,Totem pole,Abstract Word Mnemonics
Transfer,"People in trance wearing fur coat, transferring object from one pocket to another",Abstract Word Mnemonics
Transport,Using the transporter on the Starship Enterprise,Abstract Word Mnemonics
Treat,Trick or treat,Abstract Word Mnemonics
Try,Trial by ordeal,Abstract Word Mnemonics
Turn,Do a three point turn with a car,Abstract Word Mnemonics
Unable,"Under a table, hiding in fear / Unibrow",Abstract Word Mnemonics
Uncertain,Somebody hiding behind a curtain,Abstract Word Mnemonics
Under,The U-shaped pipe and valve under a sink,Abstract Word Mnemonics
Understand,"Stanfield underwear / Standing inside a place where they project the stars against the dome shaped ceiling, not an astrodome (trying to remember the word) trying to understand the heavens",Abstract Word Mnemonics
Unit,"A knitting club of elderly women, pictured as a tough gang",Abstract Word Mnemonics
Unique,Eunuch,Abstract Word Mnemonics
Up,Up (animated movie),Abstract Word Mnemonics
Uranium,Urinal,Abstract Word Mnemonics
Urge,To burp like a baby,Abstract Word Mnemonics
Us,Me and my family as Americans,Abstract Word Mnemonics
Use,A used chewed up dog toy with stuffing coming out / Chewed up and soggy,Abstract Word Mnemonics
User,Junkie,Abstract Word Mnemonics
Users,Jim Carrie and Jeff Daniels,Abstract Word Mnemonics
Value,"A black velvet image (say, of Elvis) on display with Van Gogh paintings and The Mona Lisa",Abstract Word Mnemonics
Various,Nefarious - twirling a thin evil looking moustache,Abstract Word Mnemonics
Vary,Fairy dressed in shimmering colors that change as he/she moves ,Abstract Word Mnemonics
Verification,Scanning for contraband. eg: passing a metal detector wand around somebody’s body,Abstract Word Mnemonics
Via,Via Rail,Abstract Word Mnemonics
Violent,Playing violin wildly,Abstract Word Mnemonics
Virtual,"Holographic image, as with Princess Leia in Star Wars",Abstract Word Mnemonics
Vision,The Marvel superhero / X-Ray Vision / Laser vision,Abstract Word Mnemonics
Wage,"To engage for wealth, picture a bride to be, with losts of ostentatious signs of wealth      # Note: Wage is derived from 'gage'. Thus, to wage war is akin to engaging in war",Abstract Word Mnemonics
Wait,Scene in Mrs Robinson where Dustin Hoffman raves to the wedding,Abstract Word Mnemonics
Walk,Doing a Monty Python style silly walk,Abstract Word Mnemonics
Want,"Bounty hunting, as in Dog, the Bounty Hunter / Salivating, with an erection, jumping and begging with tail wagging, like a dog",Abstract Word Mnemonics
Warehouse,Bordello,Abstract Word Mnemonics
Was,Wash,Abstract Word Mnemonics
Wasn’t,Wasp nest,Abstract Word Mnemonics
Watch,I like to watch. (Chauncey Gardener in Being There),Abstract Word Mnemonics
Way,Bruce Lee wandering downtown a path / Inukshuk (same as path),Abstract Word Mnemonics
We,Wii avatars representing me and my family,Abstract Word Mnemonics
Wealth,Scrooge McDuck,Abstract Word Mnemonics
Were,Werewolf (awaken to realization of having transformed into werewolf),Abstract Word Mnemonics
What,A schoolchild's lunchbox / Blind person feeling something,Abstract Word Mnemonics
When,Somebody appears out of the air in HG Wells style time machine ||Generally needs to tie 2 events or things together in time. ||They could jump through a time portal together,Abstract Word Mnemonics
Where,Playing pin the tail on the donkey or blind man’s bluff,Abstract Word Mnemonics
Whether,You see a weathervane being spun around by the wind and wonder whether it will blow in one direction or another,Abstract Word Mnemonics
Which,"A witch, partnered with preceding noun",Abstract Word Mnemonics
While,"Sitting in a crocodile’s mouth. This one is from Neverland as it has a clock ticking inside. Waiting for the alarm to go off. (In awhile, crocodile) / Wile E Coyote skulking nearby (planning a trap) while the Roadrunner is busy doing something. / A spinning wheel",Abstract Word Mnemonics
Who,Owl,Abstract Word Mnemonics
Whoever,Hoover,Abstract Word Mnemonics
Why,Scream “Why?!” In frustration and grief,Abstract Word Mnemonics
Will,Bring into being through magic / A Wishing Well,Abstract Word Mnemonics
Will be,The Willoughby's (animated movie),Abstract Word Mnemonics
Win,"In the ring, having won a title fight in boxing, receiving belt",Abstract Word Mnemonics
With,"Wearing an “I’m with stupid” t-shirt, pointing to the other",Abstract Word Mnemonics
Without,"Caught in a major snowstorm, whiteout",Abstract Word Mnemonics
Women,Women’s wear (mannequin),Abstract Word Mnemonics
Word,A worm with a word painted on its side,Abstract Word Mnemonics
Work,Breaking rocks,Abstract Word Mnemonics
Would,Woody Woodpecker,Abstract Word Mnemonics
Write,Do Zen calligraphy,Abstract Word Mnemonics
Wrong,"Gong, Gong Show / Getting knuckles rapped with a ruler in school",Abstract Word Mnemonics
Year,Birthday cake,Abstract Word Mnemonics
Yet,"We are told the Yeti is no real, and yet, there is one in front of me right now.",Abstract Word Mnemonics
You,Uncle Sam needs YOU! (In the mirror),Abstract Word Mnemonics
Your,(Knight of Yore,Abstract Word Mnemonics
Zone,Twilight Zone intro,Abstract Word Mnemonics
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
