Herzegovina + country,Bosnia,4,Jeopardy Pavlovs
Hester Prynne and Pearl + novel,The Scarlet Letter,4,Jeopardy Pavlovs
"Hester Prynne book + Arthur Dimmesdale, Reverend Dimmesdale book, father of Hester Prynne's",The Scarlet Letter,12,Jeopardy Pavlovs
"Hewlett-Packard + CEO, former",Carly Fiorina,6,Jeopardy Pavlovs
"Hey Big Spender + ""Big Spender"" musical, song Big Spender",Sweet Charity,5,Jeopardy Pavlovs
Hey Joe + rock,Jimi Hendrix,5,Jeopardy Pavlovs
Hey Stella + movie,A Streetcar Named Desire,4,Jeopardy Pavlovs
Hiawatha's wife in a poem by Longfellow + laugh--she,Minnehaha,5,Jeopardy Pavlovs
"Hibernia + country, Romans",Ireland,7,Jeopardy Pavlovs
"Hiccup + movie, Toothless",How to Train Your Dragon,5,Jeopardy Pavlovs
Hieroglyphics + ancient,Egypt,4,Jeopardy Pavlovs
"Higgins on ""Magnum P.I"" + Higgins role",John Hillerman,5,Jeopardy Pavlovs
"High Fidelity"", ""About A Boy + author, wrote",Nick Hornby,5,Jeopardy Pavlovs
"High Renaissance + artist, great, master",Raphael,5,Jeopardy Pavlovs
High Voltage + album,AC/DC,4,Jeopardy Pavlovs
High fashion in France,Haute Couture,5,Jeopardy Pavlovs
Highland Games + tossing,caber,8,Jeopardy Pavlovs
Highland country,Scotland,9,Jeopardy Pavlovs
Highland instrument + skirl,Bagpipes,10,Jeopardy Pavlovs
Highway 61 Revisited + singer,Bob Dylan,5,Jeopardy Pavlovs
"Highway Beautification Act + First Lady, promoted",Lady Bird Johnson,4,Jeopardy Pavlovs
Hilary Duff character + Hilary Duff series,Lizzie McGuire,7,Jeopardy Pavlovs
"Hilary Swank won her first + film, Oscar",Boys Don't Cry,5,Jeopardy Pavlovs
"Hillary Scott + 2010, country, group",Lady Antebellum,6,Jeopardy Pavlovs
Hillary Step,Mount Everest,4,Jeopardy Pavlovs
Hilo + island,Hawaii,6,Jeopardy Pavlovs
Hilton Head + state,South Carolina,4,Jeopardy Pavlovs
Himalayan country + Himalayan kingdom,Bhutan,16,Jeopardy Pavlovs
Himalayan creature,Yeti/Abominable Snowman,7,Jeopardy Pavlovs
Hindley + novel,Wuthering Heights,4,Jeopardy Pavlovs
"Hindu Trinity is Shiva, Brahma & this deity + Holy",Vishnu,4,Jeopardy Pavlovs
Hindu books + sacred,Vedas,4,Jeopardy Pavlovs
Hindu preserver god,Vishnu,8,Jeopardy Pavlovs
Hindu texts + oldest,Vedas,4,Jeopardy Pavlovs
Hippoglossus hippoglossus + flatfish,Halibut,4,Jeopardy Pavlovs
Hippolyta the Queen + warriors,Amazons,6,Jeopardy Pavlovs
"Hippolyta, Queen of the Amazons + Hippolyta & Theseus, Shakespeare, Theseus",A Midsummer Night's Dream,7,Jeopardy Pavlovs
"Hiram Bingham discovered + city, Cuzco",Machu Picchu,11,Jeopardy Pavlovs
"His ""Prelude to the Afternoon of a Faun"" + Mallarme, poem",Debussy,5,Jeopardy Pavlovs
"His 1809 work ""A History of New York""",Washington Irving,10,Jeopardy Pavlovs
"His 5 ""Leatherstocking Tales""",James Fenimore Cooper,8,Jeopardy Pavlovs
"His Airness + basketball, nicknamed",Michael Jordan,4,Jeopardy Pavlovs
His Autumn Rhythm + paint,Jackson Pollock,4,Jeopardy Pavlovs
"His book ""Daisy-Head Maysie"" + 1995",Dr. Seuss,6,Jeopardy Pavlovs
"His book, translated as ""My Struggle"" + conquer, Europe",Adolf Hitler,5,Jeopardy Pavlovs
His brother Raul + Cuban dictator,Fidel Castro,4,Jeopardy Pavlovs
His collections include My Camera in Yosemite Valley & Portfolio Two + The National Parks,Ansel Adams,5,Jeopardy Pavlovs
"His first novel, ""The Snake's Pass"" + 1890, novel Dracula, published",Bram Stoker,4,Jeopardy Pavlovs
His mother Thetis,Achilles,6,Jeopardy Pavlovs
"His poems, chiefly in the Scottish dialect, was first + 1786, national poet of Scotland, Scottish poet wrote",Robert Burns,28,Jeopardy Pavlovs
His son Ham,Noah,5,Jeopardy Pavlovs
"His son John Adams + White House, II, married",John Quincy Adams,4,Jeopardy Pavlovs
Hispaniola + 1492,Christopher Columbus,4,Jeopardy Pavlovs
Hispaniola country,Dominican Republic,12,Jeopardy Pavlovs
"History of the English Speaking Peoples + author, Politician, wrote",Winston Churchill,5,Jeopardy Pavlovs
Hit The Road Jack,Ray Charles,4,Jeopardy Pavlovs
Hitchcock's first color film,Rope,7,Jeopardy Pavlovs
Hitler's book + write,Mein Kampf,4,Jeopardy Pavlovs
"Hitsville U.S.A. + label, museum",Motown,4,Jeopardy Pavlovs
Ho Chi Minh country,Vietnam,5,Jeopardy Pavlovs
HoJo + chain of hotels,Howard Johnson,4,Jeopardy Pavlovs
Hoa Lo Prison + Vietnamese,The Hanoi Hilton,5,Jeopardy Pavlovs
Hockey League team + National Hockey League,Edmonton Oilers,10,Jeopardy Pavlovs
Hogarth painting + series,The Rake's Progress,8,Jeopardy Pavlovs
Hogwarts headmaster + Harry,Dumbledore,5,Jeopardy Pavlovs
Hogworts house did Harry Potter,Gryffindor,5,Jeopardy Pavlovs
Hokkaido country,Japan,11,Jeopardy Pavlovs
Holbein paint + king,Henry VIII,10,Jeopardy Pavlovs
"Holcomb + book, western Kansas",In Cold Blood,4,Jeopardy Pavlovs
Hold Bones + bones together,Ligaments,4,Jeopardy Pavlovs
Holden Caulfield novel,Catcher in the Rye,10,Jeopardy Pavlovs
"Holi are religious + days, festival",Hinduism,5,Jeopardy Pavlovs
Holiday when children collect money for UNICEF,Halloween,5,Jeopardy Pavlovs
Holly Golightly book + Holly Golightly had been a tenant in the old brownstone,Breakfast at Tiffany's,12,Jeopardy Pavlovs
"Holly Robinson + DeLuise, Johnny Depp, drama, Peter, show",21 Jump Street,4,Jeopardy Pavlovs
Hollywood Foreign Press Association awards,Golden Globes,8,Jeopardy Pavlovs
Hollywood city,Los Angeles,4,Jeopardy Pavlovs
Hollywood eatery + hat,the Brown Derby,4,Jeopardy Pavlovs
Hollywood in this state,Florida,4,Jeopardy Pavlovs
"Hollywood leading + men, president",Harrison Ford,5,Jeopardy Pavlovs
Holmium + Per Teodor Cleve,Stockholm,4,Jeopardy Pavlovs
Holocaust film,Schindler's List,5,Jeopardy Pavlovs
Holocaust survivor,Elie Wiesel,4,Jeopardy Pavlovs
"Holy Roman Emperor Charles V + annual, Knights of Malta",The Maltese Falcon,4,Jeopardy Pavlovs
"Holy Roman Emperor Charles the Great + more, name",Charlemagne,5,Jeopardy Pavlovs
"Holy Roman Empress + 1713, Pragmatic Sanction",Maria Theresa,7,Jeopardy Pavlovs
Home of the Whopper + chain,Burger King,16,Jeopardy Pavlovs
Homeric hero,Odysseus,4,Jeopardy Pavlovs
Homeric works + translated,The Iliad,7,Jeopardy Pavlovs
"Homo Erectus + 1891, Eugene Dubois, island",Java,7,Jeopardy Pavlovs
Honda country,Japan,4,Jeopardy Pavlovs
Honduras + country,Nicaragua,7,Jeopardy Pavlovs
Honduras' exports + fruit,Banana,6,Jeopardy Pavlovs
Honey Nut cereal,Cheerios,5,Jeopardy Pavlovs
"Honey Ryder + Bond, Dr. No, girl",Ursula Andress,4,Jeopardy Pavlovs
Hong Kong cha cha champion + 1958,Bruce Lee,5,Jeopardy Pavlovs
Honolulu + Beach,Waikiki,4,Jeopardy Pavlovs
Honshu country + island,Japan,7,Jeopardy Pavlovs
Hoo ah,Al Pacino,4,Jeopardy Pavlovs
Hooghly river + Indian city,Calcutta,4,Jeopardy Pavlovs
"Hoosick Falls, N.Y. + 1961, died, drugstore, paintings",Grandma Moses,5,Jeopardy Pavlovs
Hootie and the Blowfish singer + country,Darius Rucker,7,Jeopardy Pavlovs
Hoover + university,Stanford,5,Jeopardy Pavlovs
Hoover Dam river,Colorado,4,Jeopardy Pavlovs
Hoover dam states + border the Hoover Dam,Nevada & Arizona,5,Jeopardy Pavlovs
Hopelessly Devoted to You,Grease,4,Jeopardy Pavlovs
"Horace Vandergelder + Irene Molloy, Levi, musical","Hello, Dolly",5,Jeopardy Pavlovs
Hormel canned meat + Hormel product,Spam,11,Jeopardy Pavlovs
Horn of Africa is in what country,Somalia,8,Jeopardy Pavlovs
"Hornung + Cracksman, gentleman",Raffles,4,Jeopardy Pavlovs
"Horseshoe Bend + 1814, defeated the Creek",Andrew Jackson,4,Jeopardy Pavlovs
Hospital in Vietnam was the setting + drama,China Beach,4,Jeopardy Pavlovs
"Hoss + Adam, Little Joe, TV series",Bonanza,6,Jeopardy Pavlovs
"Host, Inside the Actors Studio",James Lipton,4,Jeopardy Pavlovs
"Hosted by Roy Clark + Buck Owens and Roy Clark, Comedy, Laugh-In, show",Hee Haw,4,Jeopardy Pavlovs
Hostess sold + cake,Twinkies,4,Jeopardy Pavlovs
Hostess treats + frying,Twinkies,4,Jeopardy Pavlovs
Hot Lips + 1970,MASH,6,Jeopardy Pavlovs
Hot Springs National Park state,Arkansas,5,Jeopardy Pavlovs
"Houdon + author, sculpted",Voltaire,5,Jeopardy Pavlovs
House 1977-1987,Tip O'Neill,6,Jeopardy Pavlovs
House Chief + presidency,Jimmy Carter,5,Jeopardy Pavlovs
House Majority Leader + Virginia,Eric Cantor,4,Jeopardy Pavlovs
House Minority Leader,Nancy Pelosi,4,Jeopardy Pavlovs
"House of Bread + Arabic, Hebrew",Bethlehem,5,Jeopardy Pavlovs
"House of Burgesses + 1765, 1775",Patrick Henry,8,Jeopardy Pavlovs
"House of Hanover + last, British monarch, Queen",Queen Victoria,4,Jeopardy Pavlovs
"Houston Rockets + 1994, 1992, 1995, NBA",Hakeem Olajuwon,6,Jeopardy Pavlovs
"Houston Rockets + 2002, 2004, center, China, Shanghai Sharks",Yao Ming,8,Jeopardy Pavlovs
"Houston energy company + 2001, U.S. energy company",Enron,10,Jeopardy Pavlovs
Houston university,Rice,11,Jeopardy Pavlovs
"Houston, we have a problem",Apollo 13,8,Jeopardy Pavlovs
Houyhnhnms,Gulliver's Travels,7,Jeopardy Pavlovs
How Do You Talk To An Angel + band,The Heights,4,Jeopardy Pavlovs
How I Found Livingstone + 1872,Stanley,4,Jeopardy Pavlovs
"How I Learned to Stop Worrying & Love the Bomb + Subtitled How I Learned to Stop Worrying & Love, film",Dr. Strangelove,5,Jeopardy Pavlovs
How Stella Got Her Groove Back + author,Terry McMillan,7,Jeopardy Pavlovs
How Will I Know,Whitney Houston,8,Jeopardy Pavlovs
"How can they tell? + 1933, Dorothy Parker, president had died, Parker asked, How",Calvin Coolidge,5,Jeopardy Pavlovs
How low can you go,Limbo,5,Jeopardy Pavlovs
How many Bits in a Byte,8,6,Jeopardy Pavlovs
How many Canadian provinces border the Great Lakes,1,5,Jeopardy Pavlovs
"How many Dalmatians + Disney, film",101,4,Jeopardy Pavlovs
How many U.S. states border the Gulf of Mexico,5,4,Jeopardy Pavlovs
How many arrows + eagle holding,13,4,Jeopardy Pavlovs
How many black keys + standard piano,36,5,Jeopardy Pavlovs
How many carats in pure gold,24,6,Jeopardy Pavlovs
How many cards are in a standard + playing cards in a standard deck,52,4,Jeopardy Pavlovs
How many chromosomes does a normal human,46,6,Jeopardy Pavlovs
How many colors are there in the spectrum,Seven,5,Jeopardy Pavlovs
How many compartments does a cows stomach,4,8,Jeopardy Pavlovs
How many degrees does a right angle,90,6,Jeopardy Pavlovs
How many dots are there in total on a pair of dice,42,6,Jeopardy Pavlovs
How many eyes does a bee,5,4,Jeopardy Pavlovs
How many eyes does a spider,Eight,4,Jeopardy Pavlovs
How many feet in a fathom,6,8,Jeopardy Pavlovs
How many feet make a mile,5280,4,Jeopardy Pavlovs
"How many friends + TV series ""Friends""",Six,4,Jeopardy Pavlovs
"How many herbs and spices + Recipe Kentucky Fried Chicken, herbs and spices are in Colonel",11,4,Jeopardy Pavlovs
How many home runs did Barry Bonds hit in 2001 + record,73,4,Jeopardy Pavlovs
How many humps does a Bactrian camel,2,4,Jeopardy Pavlovs
How many keys are on a standard piano,88,8,Jeopardy Pavlovs
How many laps make up the Indianapolis 500,200,7,Jeopardy Pavlovs
How many lines are there in a sonnet + lines does a Shakespearean sonnet,14,16,Jeopardy Pavlovs
"How many oceans + border, Canada",3,4,Jeopardy Pavlovs
How many of Henry viiis wives,2,8,Jeopardy Pavlovs
How many pairs of ribs + human,12,5,Jeopardy Pavlovs
How many people have walked on the moon,12,4,Jeopardy Pavlovs
How many planets of the solar system have rings,4,4,Jeopardy Pavlovs
How many players are there in a water polo team,7,4,Jeopardy Pavlovs
How many players are there in an ice hockey + hockey team,6,5,Jeopardy Pavlovs
How many points + goal,3,4,Jeopardy Pavlovs
How many ribs are there in the human body,24,4,Jeopardy Pavlovs
How many rings on the Olympic flag,Five,7,Jeopardy Pavlovs
How many rivers,None,4,Jeopardy Pavlovs
How many sides does a nonagon,9,6,Jeopardy Pavlovs
How many spikes are on the crown of the Statue of Liberty,7,5,Jeopardy Pavlovs
How many stars in the Big Dipper,7,4,Jeopardy Pavlovs
"How many strikes + 300, perfect game in bowling, score, strikes needed",12,5,Jeopardy Pavlovs
How many strings + mandolin,Eight,4,Jeopardy Pavlovs
How many tiles + game of Scrabble,100,5,Jeopardy Pavlovs
How many wings does a bee,4,6,Jeopardy Pavlovs
"How to Train Your Dragon + name his dragon, movie",Toothless,4,Jeopardy Pavlovs
"Howard Allen O'Brien + born, author",Anne Rice,7,Jeopardy Pavlovs
"Howard Carter & Lord Carnarvon + 1922, discovery",King Tut's tomb,6,Jeopardy Pavlovs
Howard Carter discover in 1922 + tomb,Tutankhamun,11,Jeopardy Pavlovs
"Howard Cunningham + sitcom, show, TV",Happy Days,5,Jeopardy Pavlovs
"Howard Hesseman series + honors, students",Head of the Class,5,Jeopardy Pavlovs
Howard Hughes + flying,the Spruce Goose,8,Jeopardy Pavlovs
"Howard Hughes autobiography + sent him to jail, wrote",Clifford Irving,5,Jeopardy Pavlovs
Howard Hughes film + 2004,The Aviator,4,Jeopardy Pavlovs
Howard Roark laughed + novel,The Fountainhead,5,Jeopardy Pavlovs
Howard Schultz,Starbucks,6,Jeopardy Pavlovs
Howard Stern's sidekick,Robin Quivers,4,Jeopardy Pavlovs
Howland Island + 1937,Amelia Earhart,6,Jeopardy Pavlovs
"Hrothgar + action, epic poem, hall",Beowulf,5,Jeopardy Pavlovs
Hu Jintao + country,China,4,Jeopardy Pavlovs
"Huang River + Chinese river, colorful",Yellow River,7,Jeopardy Pavlovs
"Hubbard + Acorn, vegetable",Squash,4,Jeopardy Pavlovs
Hubert Humphrey's running mate,Edmund Muskie,4,Jeopardy Pavlovs
Hubert Selby + book,Last Exit to Brooklyn,4,Jeopardy Pavlovs
Huckleberry Finn + slave,Jim,4,Jeopardy Pavlovs
Huckleberry Finn river + book,Mississippi,5,Jeopardy Pavlovs
Huddie Ledbetter,Leadbelly,4,Jeopardy Pavlovs
Hudson River + capital,Albany,5,Jeopardy Pavlovs
"Hudson novel set in South American + William Hudson, South American jungle",Green Mansions,5,Jeopardy Pavlovs
Hudson tributary,Mohawk River,4,Jeopardy Pavlovs
Huey Freeman + Riley Freeman,The Boondocks,4,Jeopardy Pavlovs
"Huey Long state + Huey P, P. Long",Louisiana,5,Jeopardy Pavlovs
"Huey Newton and Bobby Seale + 1966, Oakland, party",Black Panthers,9,Jeopardy Pavlovs
"Huey P. Long capital + 1930, 1935",Baton Rouge,7,Jeopardy Pavlovs
"Huggy Bear + 70s, cop, show",Starsky & Hutch,7,Jeopardy Pavlovs
Hugh Jackman character,Wolverine,4,Jeopardy Pavlovs
"Hugh Laurie + series, TV",House,9,Jeopardy Pavlovs
Hugo & Nebula awards + genre,Science Fiction,4,Jeopardy Pavlovs
"Hugo Gernsback + genre, Hugo Award",Science Fiction,11,Jeopardy Pavlovs
Huis Ten Bosch + city,The Hague,4,Jeopardy Pavlovs
Hula Hoop + company,Wham-O,5,Jeopardy Pavlovs
Hulk and Iron Man + Thor,The Avengers,4,Jeopardy Pavlovs
"Hull House founder + Prize, Peace, Women's",Jane Addams,22,Jeopardy Pavlovs
Humbert Humbert novel,Lolita,13,Jeopardy Pavlovs
Humidity measurement instruments,Hygrometer,4,Jeopardy Pavlovs
"Humphrey Bogart as Charlie Allnut + 1951, Allnut film",The African Queen,8,Jeopardy Pavlovs
Humphrey Bogart married,Lauren Bacall,7,Jeopardy Pavlovs
Humphrey Bogart won + film,The African Queen,4,Jeopardy Pavlovs
"Hundred Years' War + country, England",France,4,Jeopardy Pavlovs
Hungarian Rhapsodies + Hungarian composer,Franz Liszt,9,Jeopardy Pavlovs
Hungarian actress + born,Zsa Zsa Gabor,6,Jeopardy Pavlovs
Hungarian inventor,Rubik,4,Jeopardy Pavlovs
Hungarian pianist + Hungarian composer,Franz Liszt,10,Jeopardy Pavlovs
Hungarian piano virtuoso + Sayn-Wittgenstein,Franz Liszt,5,Jeopardy Pavlovs
Hungarian spice,Paprika,14,Jeopardy Pavlovs
Hungarian stew,Goulash,8,Jeopardy Pavlovs
Hunter S. Thompson book,Fear and Loathing in Las Vegas,5,Jeopardy Pavlovs
Hunter slain by Artemis,Orion,4,Jeopardy Pavlovs
"Huntington Beach, California sport",Surfing,7,Jeopardy Pavlovs
Husband Andrew Lloyd Webber + The Phantom of the Opera,Sarah Brightman,4,Jeopardy Pavlovs
Husband Dario Franchitti + actress,Ashley Judd,4,Jeopardy Pavlovs
Husband Desi Arnaz,Lucille Ball,7,Jeopardy Pavlovs
"Husband Garson Kanin + Harold & Maude, wrote",Ruth Gordon,5,Jeopardy Pavlovs
"Husband James Taylor + 1972, 1974, hit, Haven't",Carly Simon,4,Jeopardy Pavlovs
"Husband John Gregory Dunne + screenplays, Writing",Joan Didion,4,Jeopardy Pavlovs
"Husband Justin Timberlake + whom in 2012, 2013",Jessica Biel,4,Jeopardy Pavlovs
Husband Matthew Broderick + star,Sarah Jessica Parker,5,Jeopardy Pavlovs
Husband Mel Ferrer,Audrey Hepburn,4,Jeopardy Pavlovs
Husband Paul McCartney,Heather Mills,4,Jeopardy Pavlovs
Husband Richie Sambora + actress,Heather Locklear,5,Jeopardy Pavlovs
Husband Roy Rogers + singer,Dale Evans,5,Jeopardy Pavlovs
Husband to Georgia O'Keeffe + Art Museum,Alfred Stieglitz,5,Jeopardy Pavlovs
Husky Stadium + college,University of Washington,4,Jeopardy Pavlovs
Hustler magazine publisher,Larry Flynt,5,Jeopardy Pavlovs
"Hutu and Tutsi + country, people",Rwanda,9,Jeopardy Pavlovs
"Huygens Probe landed + 2005, moon of Saturn",Titan,4,Jeopardy Pavlovs
"Hyannis Port + Died, 22",Rose Kennedy,4,Jeopardy Pavlovs
Hyde Park first lady,Eleanor Roosevelt,5,Jeopardy Pavlovs
"Hyde Park, New York + presidential",FDR,9,Jeopardy Pavlovs
"Hydra + killed, headed, hero, mythic",Hercules,13,Jeopardy Pavlovs
Hydrogen has 3 isotopes,tritium,7,Jeopardy Pavlovs
Hydrogen is the first + element,Helium,4,Jeopardy Pavlovs
Hydrogen symbol + chemical symbol,H,5,Jeopardy Pavlovs
Hypersensitivity,allergies,5,Jeopardy Pavlovs
Hyundai + country,South Korea,5,Jeopardy Pavlovs
"I Am America (And So Can You!) + 2007, 2009, book I Am America, wrote",Stephen Colbert,5,Jeopardy Pavlovs
I Am a Camera + Musical,Cabaret,4,Jeopardy Pavlovs
I Can't Believe I Ate the Whole Thing + ad,Alka-Seltzer,4,Jeopardy Pavlovs
I Could Go On Singing + last film,Judy Garland,4,Jeopardy Pavlovs
I Dreamed a Dream,Les Miserables,6,Jeopardy Pavlovs
I Feel Love + 70s,Donna Summer,4,Jeopardy Pavlovs
"I Feel The Earth Move + album ""Tapestry"", sang",Carole King,6,Jeopardy Pavlovs
"I Hear A Symphony + group, name, girl",The Supremes,4,Jeopardy Pavlovs
I Kissed A Girl,Katy Perry,5,Jeopardy Pavlovs
I Know Who Killed Me,Lindsay Lohan,4,Jeopardy Pavlovs
I Never Played the Game,Howard Cosell,4,Jeopardy Pavlovs
I Saw Mommy Kissing Santa Claus,Mistletoe,4,Jeopardy Pavlovs
I Spy + 1966,Bill Cosby,4,Jeopardy Pavlovs
I Think I Love You + 1970,The Partridge Family,7,Jeopardy Pavlovs
"I Will Remember You + 1997, 1999, song, female",Sarah McLachlan,5,Jeopardy Pavlovs
I Write the Songs + not,Barry Manilow,4,Jeopardy Pavlovs
I am a man more sinned against than sinning,King Lear,5,Jeopardy Pavlovs
I am big It's the pictures that got small + 1950 film,Sunset Boulevard,7,Jeopardy Pavlovs
"I am serious, and don't call me Shirley + film, Surely you can't be serious",Airplane,4,Jeopardy Pavlovs
I coulda been a contender,On the Waterfront,8,Jeopardy Pavlovs
"I couldn't sleep at all last night + 1961, hit",Tossin' and Turnin',4,Jeopardy Pavlovs
"I don't have to show you any stinking badges + movie, no",The Treasure of the Sierra Madre,4,Jeopardy Pavlovs
"I feel the need...the need for speed + 1986, movie",Top Gun,7,Jeopardy Pavlovs
"I get knocked down, but I get up again + lyrics",Tubthumping,4,Jeopardy Pavlovs
"I have always depended on the kindness of strangers + 1951 film, play",A Streetcar Named Desire,5,Jeopardy Pavlovs
"I have found it, this Greek word + California, California's motto",Eureka,5,Jeopardy Pavlovs
I have not yet begun to fight,John Paul Jones,10,Jeopardy Pavlovs
"I have the heart & stomach of a king + woman, but I",Elizabeth I,4,Jeopardy Pavlovs
I heard a Fly buzz-when I died,Emily Dickinson,4,Jeopardy Pavlovs
I love the smell of napalm in the morning + 1979 Robert Duvall film,Apocalypse Now,8,Jeopardy Pavlovs
"I made him know his name should be Friday, which was the day I saved his life",Robinson Crusoe,4,Jeopardy Pavlovs
I never met a man I didn't like,Will Rogers,11,Jeopardy Pavlovs
I only regret that I have but one life to lose for my country,Nathan Hale,10,Jeopardy Pavlovs
I saw the best minds of my generation destroyed by madness + poem,Allen Ginsberg,5,Jeopardy Pavlovs
"I shall hear in heaven + composer, last words",Beethoven,5,Jeopardy Pavlovs
I swear by Apollo physician,The Hippocratic Oath,5,Jeopardy Pavlovs
"I think, therefore I am + French",Descartes,14,Jeopardy Pavlovs
"I took the one less traveled + And that has made all the difference, Two roads diverged in a wood",Robert Frost,5,Jeopardy Pavlovs
I want my MTV,Money for Nothing,4,Jeopardy Pavlovs
I want to be alone + famous,Greta Garbo,4,Jeopardy Pavlovs
I will not be right back after this message,Merv Griffin,4,Jeopardy Pavlovs
"I will not believe + not believe in Jesus' resurrection, I shall see in his hands the print of the nails I",Thomas,8,Jeopardy Pavlovs
"I'd Do Anything For Love (But I Won't Do That) + 1993, sang ""I'd Do Anything For Love""",Meat Loaf,7,Jeopardy Pavlovs
"I'll Be There + 1970, 1972, #1 hit",The Jackson 5,5,Jeopardy Pavlovs
"I'll Tumble 4 Ya + Group, song",Culture Club,5,Jeopardy Pavlovs
"I'll get you, my pretty, and your little dog, too! + 1930s, film",The Wizard of Oz,5,Jeopardy Pavlovs
I'll have what she's having,When Harry Met Sally,10,Jeopardy Pavlovs
"I'll tell you something, I think you'll understand + Oh yeah, I'll tell you something, I think",I Want To Hold Your Hand,4,Jeopardy Pavlovs
"I'm Gonna Wash That Man Right Out Of My Hair + musical, song",South Pacific,4,Jeopardy Pavlovs
"I'm So Excited + 1980, sang",The Pointer Sisters,5,Jeopardy Pavlovs
I'm So Glad We Had This Time Together,Carol Burnett,8,Jeopardy Pavlovs
I'm Too Sexy,Right Said Fred,5,Jeopardy Pavlovs
"I'm as mad as hell, and I'm not going to take this anymore! + film",Network,5,Jeopardy Pavlovs
I'm going to make him an offer he can't refuse + film,The Godfather,9,Jeopardy Pavlovs
I'm not a crook,Richard Nixon,6,Jeopardy Pavlovs
"I'm not fearing any man + 1968, happy tonight, I'm not, I'm not worried about anything","Martin Luther King, Jr",5,Jeopardy Pavlovs
I'm the king of the world!,Titanic,4,Jeopardy Pavlovs
"I've had 18 straight whiskies, I think that's the record + Welsh poet",Dylan Thomas,21,Jeopardy Pavlovs
"I, Claudius author",Robert Graves,10,Jeopardy Pavlovs
IBM stand,International Business Machines,8,Jeopardy Pavlovs
IBM's Deep Blue computer + 1997,Garry Kasparov,6,Jeopardy Pavlovs
IMHO,in my humble opinion,4,Jeopardy Pavlovs
IPA stand + beer,India Pale Ale,4,Jeopardy Pavlovs
IQ Stand,Intelligence Quotient,5,Jeopardy Pavlovs
ISBN,International Standard Book Number,6,Jeopardy Pavlovs
Ian Anderson,Jethro Tull,4,Jeopardy Pavlovs
"Ian Fleming's home + Bond film, book",GoldenEye,6,Jeopardy Pavlovs
Iberian Peninsula + United Kingdom,Gibraltar,5,Jeopardy Pavlovs
Iberian Peninsula + country,Spain,6,Jeopardy Pavlovs
Iberian capital,Lisbon,4,Jeopardy Pavlovs
Ibsen play + Grieg,Peer Gynt,6,Jeopardy Pavlovs
Ibsen play with Nora + Nora Helmer play,A Doll's House,8,Jeopardy Pavlovs
Ibsen title character + play,Hedda Gabler,9,Jeopardy Pavlovs
"Ibsen's play + Peer Gynt, music",Edvard Grieg,5,Jeopardy Pavlovs
"Ice Age geologic epoch + ended, years",Pleistocene,5,Jeopardy Pavlovs
"Ice Cube starred + 2005 comedy ""Are We There Yet?"", 2007 Sequel, actor, both, turned",Are We Done Yet?,4,Jeopardy Pavlovs
Ice Ice Baby,Vanilla Ice,7,Jeopardy Pavlovs
Iceland's parliament + unicameral,Althing,4,Jeopardy Pavlovs
Icelandic band + Bjork,The Sugarcubes,4,Jeopardy Pavlovs
Icelandic pop star + 1993,Bjork,4,Jeopardy Pavlovs
Ich bin ein Berliner + President,John F. Kennedy,7,Jeopardy Pavlovs
Ichabod Crane + story,Sleepy Hollow,6,Jeopardy Pavlovs
Ichabod Crane role,Johnny Depp,4,Jeopardy Pavlovs
Ichiro Suzuki team,Seattle Mariners,5,Jeopardy Pavlovs
Ichthyophobia + fear,Fish,4,Jeopardy Pavlovs
"Icky Thump + Blue, duo, Rock",The White Stripes,5,Jeopardy Pavlovs
"Id, Ego",Sigmund Freud,5,Jeopardy Pavlovs
Idaho capital,Boise,13,Jeopardy Pavlovs
Idaho ski resort,Sun Valley,4,Jeopardy Pavlovs
"Idi Amin in the film + 2006, Forest Whitaker, dictator",The Last King of Scotland,5,Jeopardy Pavlovs
"If God did not exist, it would be necessary to invent him + 1770",Voltaire,6,Jeopardy Pavlovs
"If I Could Turn Back Time + 1989, 1991, sang",Cher,5,Jeopardy Pavlovs
"If I Were A Rich Man + Rich Man musical, song",Fiddler on the Roof,8,Jeopardy Pavlovs
"If I have seen further it is by standing on the shoulders of giants + wrote, If I",Sir Isaac Newton,4,Jeopardy Pavlovs
If You Leave Me Now + 70s,Chicago,4,Jeopardy Pavlovs
If music be the food of love + Twelfth Night,play on,4,Jeopardy Pavlovs
"If music be the food of love, play on + Duke Orsino",Twelfth Night,8,Jeopardy Pavlovs
"If this be treason, make the most of it + 1765, he said, If this be treason, Stamp Act",Patrick Henry,5,Jeopardy Pavlovs
"If you build it, he will come + film",Field of Dreams,8,Jeopardy Pavlovs
"If you can't stand the heat, get out of the kitchen",Harry Truman,4,Jeopardy Pavlovs
"If you seek a pleasant peninsula, look about you + motto, state's peninsula",Michigan,6,Jeopardy Pavlovs
"If you're lost you can look and you will find me + Cyndi Lauper, hit",Time After Time,5,Jeopardy Pavlovs
"If you've got dendrophobia, a fear",trees,4,Jeopardy Pavlovs
Ike Turner,Laurence Fishburne,4,Jeopardy Pavlovs
Il Barbiere Di Siviglia + Italian composer,Rossini,4,Jeopardy Pavlovs
Il Duce,Benito Mussolini,9,Jeopardy Pavlovs
"Ile de la Cite + cathedral, Gothic, Paris",Notre Dame,11,Jeopardy Pavlovs
Ilium + city,Troy,8,Jeopardy Pavlovs
"Illinois Democrat + 1999. Who, Senate",Carol Moseley Braun,4,Jeopardy Pavlovs
